panel,curve,x_m,value
P,theta=1 s,8.9875,40.0895
P,theta=1 s,9.0000,39.1793
P,theta=1 s,9.0125,38.4252
P,theta=1 s,9.0250,37.4631
P,theta=1 s,9.0375,36.8650
P,theta=1 s,9.0500,36.1889
P,theta=1 s,9.0625,35.7468
P,theta=1 s,9.0750,35.4348
P,theta=1 s,9.0875,35.1227
P,theta=1 s,9.1000,34.9927
P,theta=1 s,9.1125,34.8887
P,theta=1 s,9.1250,34.7847
P,theta=1 s,9.1375,34.7587
P,theta=1 s,9.1625,34.6807
P,theta=1 s,9.1750,34.6807
P,theta=1 s,9.1875,34.6807
P,theta=1 s,9.2000,34.7067
P,theta=1 s,9.2250,34.6807
P,theta=1 s,9.2375,34.6807
P,theta=1 s,9.2500,34.6547
P,theta=1 s,9.2875,34.6547
P,theta=1 s,9.3000,34.6547
P,theta=1 s,9.3125,34.6287
P,theta=1 s,9.3500,34.6547
P,theta=1 s,9.3625,34.6547
P,theta=1 s,9.4000,34.6547
P,theta=1 s,9.4125,34.6547
P,theta=1 s,9.4250,34.6547
P,theta=1 s,9.4625,34.6547
P,theta=1 s,9.4750,34.6547
P,theta=1 s,9.4875,34.6807
P,theta=1 s,9.5125,34.6807
P,theta=1 s,9.5250,34.6547
P,theta=1 s,9.5375,34.6547
P,theta=1 s,9.5500,34.6547
P,theta=1 s,9.5750,34.6547
P,theta=1 s,9.5875,34.6807
P,theta=1 s,9.6000,34.6807
P,theta=1 s,9.6125,34.6547
P,theta=1 s,9.6375,34.6807
P,theta=1 s,9.6500,34.6807
P,theta=1 s,9.6625,34.6807
P,theta=1 s,9.7000,34.6547
P,theta=1 s,9.7125,34.6547
P,theta=1 s,9.7250,34.6547
P,theta=1 s,9.7625,34.6547
P,theta=1 s,9.7750,34.6547
P,theta=1 s,9.8250,34.6547
P,theta=1 s,9.8375,34.6547
P,theta=1 s,9.8750,34.6547
P,theta=1 s,9.8875,34.6547
P,theta=1 s,9.9000,34.6807
P,theta=1 s,9.9250,34.6807
P,theta=1 s,9.9375,34.6547
P,theta=1 s,9.9500,34.6547
P,theta=1 s,9.9625,34.6547
P,theta=1 s,9.9875,34.6547
P,theta=1 s,10.0000,34.6547
P,theta=1 s,10.0125,34.6547
P,theta=1 s,10.0250,34.6807
P,theta=1 s,10.0500,34.6807
P,theta=1 s,10.0625,34.6807
P,theta=1 s,10.0750,34.6807
P,theta=1 s,10.1125,34.6807
P,theta=1 s,10.1250,34.6807
P,theta=1 s,10.1375,34.6807
P,theta=1 s,10.1625,34.6807
P,theta=1 s,10.1750,34.6547
P,theta=1 s,10.1875,34.6547
P,theta=1 s,10.2000,34.6807
P,theta=1 s,10.2250,34.6287
P,theta=1 s,10.2375,34.6547
P,theta=1 s,10.2500,34.6547
P,theta=1 s,10.2875,34.6547
P,theta=1 s,10.3000,34.6547
P,theta=1 s,10.3125,34.6547
P,theta=1 s,10.3375,34.6807
P,theta=1 s,10.3500,34.6547
P,theta=1 s,10.3625,34.6547
P,theta=1 s,10.3750,34.6547
P,theta=1 s,10.4000,34.6547
P,theta=1 s,10.4125,34.6547
P,theta=1 s,10.4250,34.6547
P,theta=1 s,10.4375,34.6807
P,theta=1 s,10.4625,34.6547
P,theta=1 s,10.4750,34.6547
P,theta=1 s,10.4875,34.6547
P,theta=1 s,10.5250,34.6807
P,theta=1 s,10.5375,34.6807
P,theta=1 s,10.5500,34.6807
P,theta=1 s,10.5750,34.6547
P,theta=1 s,10.5875,34.6807
P,theta=1 s,10.6000,34.6807
P,theta=1 s,10.6125,34.6807
P,theta=1 s,10.6375,34.6547
P,theta=1 s,10.6500,34.6547
P,theta=1 s,10.6625,34.6547
P,theta=1 s,10.7000,34.6547
P,theta=1 s,10.7125,34.6547
P,theta=1 s,10.7250,34.6547
P,theta=1 s,10.7625,34.6547
P,theta=1 s,10.7750,34.6547
P,theta=1 s,10.7875,34.6287
P,theta=1 s,10.8125,34.6547
P,theta=1 s,10.8250,34.6547
P,theta=1 s,10.8375,34.6547
P,theta=1 s,10.8500,34.6807
P,theta=1 s,10.8750,34.6547
P,theta=1 s,10.8875,34.6547
P,theta=1 s,10.9000,34.6547
P,theta=1 s,10.9375,34.6547
P,theta=1 s,10.9500,34.6547
P,theta=1 s,10.9625,34.6807
P,theta=1 s,10.9875,34.6547
P,theta=1 s,11.0000,34.6807
P,theta=1 s,11.0125,34.6807
P,theta=1 s,11.0250,34.6547
P,theta=1 s,11.0500,34.6547
P,theta=1 s,11.0625,34.6807
P,theta=1 s,11.0750,34.6807
P,theta=1 s,11.1125,34.6547
P,theta=1 s,11.1250,34.6547
P,theta=1 s,11.1375,34.6547
P,theta=1 s,11.1750,34.6547
P,theta=1 s,11.1875,34.6547
P,theta=1 s,11.2000,34.6287
P,theta=1 s,11.2375,34.6547
P,theta=1 s,11.2500,34.6547
P,theta=1 s,11.2875,34.6547
P,theta=1 s,11.3000,34.6547
P,theta=1 s,11.3125,34.6547
P,theta=1 s,11.3500,34.6547
P,theta=1 s,11.3625,34.6547
P,theta=1 s,11.3750,34.6807
P,theta=1 s,11.4000,34.6807
P,theta=1 s,11.4125,34.6547
P,theta=1 s,11.4250,34.6547
P,theta=1 s,11.4375,34.6547
P,theta=1 s,11.4625,34.6547
P,theta=1 s,11.4750,34.6807
P,theta=1 s,11.4875,34.6807
P,theta=1 s,11.5250,34.6807
P,theta=1 s,11.5375,34.6807
P,theta=1 s,11.5500,34.6547
P,theta=1 s,11.5875,34.6547
P,theta=1 s,11.6000,34.6547
P,theta=1 s,11.6125,34.6547
P,theta=1 s,11.6500,34.6547
P,theta=1 s,11.6625,34.6547
P,theta=1 s,11.7000,34.6547
P,theta=1 s,11.7125,34.6547
P,theta=1 s,11.7250,34.6547
P,theta=1 s,11.7625,34.6547
P,theta=1 s,11.7750,34.6547
P,theta=1 s,11.7875,34.6807
P,theta=1 s,11.8125,34.6807
P,theta=1 s,11.8250,34.6547
P,theta=1 s,11.8375,34.6547
P,theta=1 s,11.8500,34.6547
P,theta=1 s,11.8750,34.6547
P,theta=1 s,11.8875,34.6547
P,HEM,2.3125,64.4290
P,HEM,2.6000,64.3770
P,HEM,2.6125,64.3770
P,HEM,2.6500,64.3770
P,HEM,2.6625,64.3770
P,HEM,2.6750,64.3770
P,HEM,2.7125,64.4290
P,HEM,2.7250,64.4290
P,HEM,2.7625,64.3770
P,HEM,2.7750,64.3770
P,HEM,2.7875,64.3770
P,HEM,3.0625,64.3509
P,HEM,3.0750,64.3770
P,HEM,3.0875,64.3509
P,HEM,3.1250,64.3770
P,HEM,3.1375,64.3770
P,HEM,3.1750,64.3770
P,HEM,3.1875,64.3770
P,HEM,3.2000,64.3770
P,HEM,3.2375,64.3770
P,HEM,3.2500,64.3770
P,HEM,3.2625,64.3770
P,HEM,3.3750,64.4290
P,HEM,3.4125,64.4290
P,HEM,3.4250,64.4290
P,HEM,3.4375,64.4290
P,HEM,3.4750,64.4290
P,HEM,3.4875,64.4030
P,HEM,3.5375,64.3770
P,HEM,3.5500,64.3770
P,HEM,3.5875,64.3509
P,HEM,3.6000,64.3509
P,HEM,3.6125,64.3509
P,HEM,3.6500,64.3249
P,HEM,3.6625,64.3249
P,HEM,3.6750,64.3249
P,HEM,3.7000,64.2209
P,HEM,3.7125,64.2729
P,HEM,3.7250,64.2209
P,HEM,3.7375,64.2729
P,HEM,3.7500,64.1169
P,HEM,3.7625,64.1169
P,HEM,3.7750,64.1169
P,HEM,3.7875,63.9349
P,HEM,3.8000,63.9089
P,HEM,3.8125,63.9349
P,HEM,3.8250,63.7529
P,HEM,3.8375,63.7269
P,HEM,3.8500,63.6228
P,HEM,3.8625,63.4928
P,HEM,3.8750,63.3888
P,HEM,3.8875,63.2588
P,HEM,3.9000,63.0768
P,HEM,3.9125,63.0248
P,HEM,3.9250,62.8167
P,HEM,3.9375,62.6867
P,HEM,3.9500,62.4787
P,HEM,3.9625,62.3227
P,HEM,3.9750,62.1406
P,HEM,3.9875,61.9326
P,HEM,4.0000,61.7506
P,HEM,4.0125,61.5945
P,HEM,4.0250,61.2825
P,HEM,4.0375,61.1265
P,HEM,4.0500,60.8924
P,HEM,4.0625,60.6584
P,HEM,4.0750,60.5544
P,HEM,4.0875,60.4244
P,HEM,4.1000,60.1903
P,HEM,4.1125,59.9823
P,HEM,4.1250,59.4622
P,HEM,4.1375,59.2282
P,HEM,4.1500,58.9942
P,HEM,4.1625,58.7341
P,HEM,4.1750,58.5521
P,HEM,4.1875,58.4221
P,HEM,4.2125,57.5120
P,HEM,4.2250,57.2779
P,HEM,4.2375,57.2519
P,HEM,4.2500,56.7839
P,HEM,4.2625,56.5498
P,HEM,4.2750,56.3158
P,HEM,4.2875,56.0558
P,HEM,4.3000,55.7697
P,HEM,4.3125,55.5097
P,HEM,4.3250,55.3797
P,HEM,4.3375,55.2236
P,HEM,4.3500,54.9896
P,HEM,4.3625,54.5735
P,HEM,4.3750,54.4695
P,HEM,4.3875,54.1315
P,HEM,4.4000,53.9234
P,HEM,4.4125,53.6634
P,HEM,4.4250,53.4814
P,HEM,4.4375,53.2994
P,HEM,4.4500,52.9873
P,HEM,4.4625,52.7533
P,HEM,4.4750,52.6493
P,HEM,4.4875,52.3892
P,HEM,4.5000,52.1032
P,HEM,4.5125,51.9212
P,HEM,4.5250,51.6871
P,HEM,4.5375,51.4531
P,HEM,4.5500,51.3231
P,HEM,4.5625,51.1410
P,HEM,4.5750,50.9850
P,HEM,4.5875,50.7250
P,HEM,4.6000,50.5170
P,HEM,4.6125,50.3869
P,HEM,4.6250,50.1789
P,HEM,4.6375,50.0489
P,HEM,4.6500,49.8669
P,HEM,4.6625,49.7888
P,HEM,4.6750,49.5028
P,HEM,4.6875,49.4248
P,HEM,4.7000,49.2428
P,HEM,4.7125,49.1128
P,HEM,4.7250,48.9827
P,HEM,4.7375,48.8267
P,HEM,4.7500,48.7747
P,HEM,4.7625,48.6447
P,HEM,4.7750,48.5667
P,HEM,4.7875,48.4367
P,HEM,4.8000,48.3326
P,HEM,4.8125,48.3326
P,HEM,4.8250,48.1246
P,HEM,4.8375,48.1246
P,HEM,4.8500,48.0986
P,HEM,4.8625,47.9426
P,HEM,4.8750,47.9426
P,HEM,4.8875,47.9426
P,HEM,4.9000,47.7866
P,HEM,4.9125,47.7866
P,HEM,4.9250,47.7866
P,HEM,4.9375,47.7866
P,HEM,4.9500,47.6305
P,HEM,4.9625,47.6825
P,HEM,4.9750,47.6565
P,HEM,5.0125,47.6045
P,HEM,5.0250,47.6045
P,HEM,5.0375,47.6045
P,HEM,5.0750,47.5785
P,HEM,5.0875,47.5785
P,HEM,5.1000,47.5785
P,HEM,5.1375,47.5265
P,HEM,5.3625,47.5785
P,HEM,5.3750,47.5785
P,HEM,5.3875,47.5785
P,HEM,5.4250,47.5785
P,HEM,5.4375,47.5785
P,HEM,5.4500,47.5785
P,HEM,5.4875,47.5785
P,HEM,5.5000,47.5785
P,HEM,5.5125,47.5525
P,HEM,5.5500,47.5785
P,HEM,5.5625,47.5785
P,HEM,5.8500,47.5785
P,HEM,5.8625,47.5785
P,HEM,5.9000,47.5785
P,HEM,5.9125,47.5785
P,HEM,5.9250,47.5785
P,HEM,6.0125,47.5785
P,HEM,6.0250,47.5785
P,HEM,6.0375,47.5785
P,HEM,6.3125,47.5785
P,HEM,6.3250,47.5785
P,HEM,6.3375,47.5785
P,HEM,6.3750,47.5785
P,HEM,6.3875,47.5785
P,HEM,6.4375,47.6305
P,HEM,6.4500,47.6305
P,HEM,6.4875,47.5785
P,HEM,6.5000,47.5785
P,HEM,6.5125,47.5785
P,HEM,6.9625,47.5785
P,HEM,6.9750,47.5785
P,HEM,7.2625,47.6305
P,HEM,7.2750,47.6305
P,HEM,7.3125,47.6305
P,HEM,7.3250,47.6305
P,HEM,7.3375,47.6305
P,HEM,7.3750,47.6305
P,HEM,7.3875,47.6305
P,HEM,7.4000,47.6305
P,HEM,7.4250,47.5785
P,HEM,7.4375,47.5785
P,HEM,7.4500,47.5785
P,HEM,7.7250,47.5785
P,HEM,7.7375,47.5785
P,HEM,7.7500,47.5785
P,HEM,7.7875,47.5785
P,HEM,7.8000,47.5785
P,HEM,7.8500,47.6305
P,HEM,7.8625,47.5785
P,HEM,7.9000,47.5785
P,HEM,7.9125,47.5785
P,HEM,7.9250,47.6305
P,HEM,8.1625,47.6045
P,HEM,8.2000,47.5785
P,HEM,8.2125,47.5785
P,HEM,8.2250,47.5785
P,HEM,8.2500,47.5785
P,HEM,8.2625,47.5785
P,HEM,8.2750,47.5785
P,HEM,8.3125,47.5785
P,HEM,8.3250,47.5785
P,HEM,8.3375,47.5785
P,HEM,8.3750,47.5785
P,HEM,8.3875,47.5785
P,HEM,8.6125,47.6305
P,HEM,8.6250,47.6305
P,HEM,8.6375,47.5525
P,HEM,8.6625,47.5525
P,HEM,8.6750,47.5785
P,HEM,8.6875,47.5785
P,HEM,8.7250,47.5525
P,HEM,8.7375,47.5265
P,HEM,8.7500,47.5265
P,HEM,8.7625,47.3185
P,HEM,8.7750,47.1105
P,HEM,8.7875,46.9024
P,HEM,8.8000,46.1223
P,HEM,8.8125,45.6022
P,HEM,8.8250,43.1579
P,HEM,8.8375,40.2715
P,HEM,8.8500,38.7373
P,HEM,8.8625,37.2550
P,HEM,8.8750,36.3189
P,HEM,8.8875,35.4608
P,HEM,8.9000,35.0707
P,HEM,8.9125,34.8627
P,HEM,8.9250,34.6807
P,HEM,8.9375,34.6807
P,HEM,8.9500,34.6547
P,HEM,9.1125,34.6287
P,HEM,9.1250,34.6287
