panel,curve,x_m,value
P,theta=0.01 s,4.3625,53.4554
P,theta=0.01 s,4.3750,53.4034
P,theta=0.01 s,4.3875,53.3514
P,theta=0.01 s,4.4000,53.3254
P,theta=0.01 s,4.4125,53.2734
P,theta=0.01 s,4.4250,53.1953
P,theta=0.01 s,4.4375,53.1693
P,theta=0.01 s,4.4500,53.1173
P,theta=0.01 s,4.4625,53.0653
P,theta=0.01 s,4.4750,53.0133
P,theta=0.01 s,4.4875,52.9613
P,theta=0.01 s,4.5000,52.9093
P,theta=0.01 s,4.5125,52.8573
P,theta=0.01 s,4.5250,52.8053
P,theta=0.01 s,4.5375,52.7533
P,theta=0.01 s,4.5500,52.7013
P,theta=0.01 s,4.5625,52.6493
P,theta=0.01 s,4.5750,52.5973
P,theta=0.01 s,4.5875,52.5452
P,theta=0.01 s,4.6000,52.5192
P,theta=0.01 s,4.6125,52.4672
P,theta=0.01 s,4.6250,52.4152
P,theta=0.01 s,4.6375,52.3892
P,theta=0.01 s,4.6500,52.3372
P,theta=0.01 s,4.6625,52.2852
P,theta=0.01 s,4.6750,52.2332
P,theta=0.01 s,4.6875,52.1812
P,theta=0.01 s,4.7000,52.1292
P,theta=0.01 s,4.7125,52.0772
P,theta=0.01 s,4.7250,52.0252
P,theta=0.01 s,4.7375,51.9732
P,theta=0.01 s,4.7500,51.9212
P,theta=0.01 s,4.7625,51.8952
P,theta=0.01 s,4.7750,51.8431
P,theta=0.01 s,4.7875,51.8171
P,theta=0.01 s,4.8000,51.7651
P,theta=0.01 s,4.8125,51.7131
P,theta=0.01 s,4.8250,51.6611
P,theta=0.01 s,4.8375,51.6091
P,theta=0.01 s,4.8500,51.5571
P,theta=0.01 s,4.8625,51.5051
P,theta=0.01 s,4.8750,51.4791
P,theta=0.01 s,4.8875,51.4271
P,theta=0.01 s,4.9000,51.4011
P,theta=0.01 s,4.9125,51.3491
P,theta=0.01 s,4.9250,51.2971
P,theta=0.01 s,4.9375,51.2451
P,theta=0.01 s,4.9500,51.1931
P,theta=0.01 s,4.9625,51.1410
P,theta=0.01 s,4.9750,51.1150
P,theta=0.01 s,4.9875,51.0890
P,theta=0.01 s,5.0000,51.0370
P,theta=0.01 s,5.0125,50.9850
P,theta=0.01 s,5.0250,50.9330
P,theta=0.01 s,5.0375,50.8810
P,theta=0.01 s,5.0500,50.8290
P,theta=0.01 s,5.0625,50.8290
P,theta=0.01 s,5.0750,50.7770
P,theta=0.01 s,5.0875,50.7250
P,theta=0.01 s,5.1000,50.6990
P,theta=0.01 s,5.1125,50.6470
P,theta=0.01 s,5.1250,50.6210
P,theta=0.01 s,5.1375,50.5690
P,theta=0.01 s,5.1500,50.5170
P,theta=0.01 s,5.1625,50.4910
P,theta=0.01 s,5.1750,50.4389
P,theta=0.01 s,5.1875,50.3869
P,theta=0.01 s,5.2000,50.3349
P,theta=0.01 s,5.2125,50.3089
P,theta=0.01 s,5.2250,50.2569
P,theta=0.01 s,5.2375,50.2569
P,theta=0.01 s,5.2500,50.2049
P,theta=0.01 s,5.2625,50.1529
P,theta=0.01 s,5.2750,50.1009
P,theta=0.01 s,5.2875,50.0749
P,theta=0.01 s,5.3000,50.0489
P,theta=0.01 s,5.3125,49.9969
P,theta=0.01 s,5.3250,49.9709
P,theta=0.01 s,5.3375,49.9449
P,theta=0.01 s,5.3500,49.8929
P,theta=0.01 s,5.3625,49.8409
P,theta=0.01 s,5.3750,49.8409
P,theta=0.01 s,5.3875,49.7888
P,theta=0.01 s,5.4000,49.7368
P,theta=0.01 s,5.4125,49.7368
P,theta=0.01 s,5.4250,49.6848
P,theta=0.01 s,5.4375,49.6328
P,theta=0.01 s,5.4500,49.6328
P,theta=0.01 s,5.4625,49.5808
P,theta=0.01 s,5.4750,49.5288
P,theta=0.01 s,5.4875,49.5288
P,theta=0.01 s,5.5000,49.4768
P,theta=0.01 s,5.5125,49.4248
P,theta=0.01 s,5.5250,49.4248
P,theta=0.01 s,5.5375,49.3728
P,theta=0.01 s,5.5500,49.3468
P,theta=0.01 s,5.5625,49.3208
P,theta=0.01 s,5.5750,49.2688
P,theta=0.01 s,5.5875,49.2688
P,theta=0.01 s,5.6000,49.2168
P,theta=0.01 s,5.6125,49.1908
P,theta=0.01 s,5.6250,49.1648
P,theta=0.01 s,5.6375,49.1128
P,theta=0.01 s,5.6500,49.1128
P,theta=0.01 s,5.6625,49.0607
P,theta=0.01 s,5.6750,49.0607
P,theta=0.01 s,5.6875,49.0087
P,theta=0.01 s,5.7000,48.9827
P,theta=0.01 s,5.7125,48.9567
P,theta=0.01 s,5.7250,48.9307
P,theta=0.01 s,5.7375,48.9047
P,theta=0.01 s,5.7500,48.8527
P,theta=0.01 s,5.7625,48.8527
P,theta=0.01 s,5.7750,48.8007
P,theta=0.01 s,5.7875,48.8007
P,theta=0.01 s,5.8000,48.7487
P,theta=0.01 s,5.8125,48.7487
P,theta=0.01 s,5.8250,48.6967
P,theta=0.01 s,5.8375,48.6967
P,theta=0.01 s,5.8500,48.6707
P,theta=0.01 s,5.8625,48.6447
P,theta=0.01 s,5.8750,48.6187
P,theta=0.01 s,5.8875,48.5927
P,theta=0.01 s,5.9000,48.5927
P,theta=0.01 s,5.9125,48.5407
P,theta=0.01 s,5.9250,48.5407
P,theta=0.01 s,5.9375,48.4887
P,theta=0.01 s,5.9500,48.4887
P,theta=0.01 s,5.9625,48.4627
P,theta=0.01 s,5.9750,48.4367
P,theta=0.01 s,5.9875,48.4107
P,theta=0.01 s,6.0000,48.3846
P,theta=0.01 s,6.0125,48.3846
P,theta=0.01 s,6.0250,48.3586
P,theta=0.01 s,6.0375,48.3326
P,theta=0.01 s,6.0500,48.3066
P,theta=0.01 s,6.0625,48.2806
P,theta=0.01 s,6.0750,48.2806
P,theta=0.01 s,6.0875,48.2546
P,theta=0.01 s,6.1000,48.2286
P,theta=0.01 s,6.1125,48.2286
P,theta=0.01 s,6.1250,48.2026
P,theta=0.01 s,6.1375,48.1766
P,theta=0.01 s,6.1500,48.1766
P,theta=0.01 s,6.1625,48.1506
P,theta=0.01 s,6.1750,48.1246
P,theta=0.01 s,6.1875,48.1246
P,theta=0.01 s,6.2000,48.0986
P,theta=0.01 s,6.2125,48.0726
P,theta=0.01 s,6.2250,48.0726
P,theta=0.01 s,6.2375,48.0466
P,theta=0.01 s,6.2500,48.0206
P,theta=0.01 s,6.2625,48.0206
P,theta=0.01 s,6.2750,47.9946
P,theta=0.01 s,6.2875,47.9686
P,theta=0.01 s,6.3000,47.9686
P,theta=0.01 s,6.3125,47.9426
P,theta=0.01 s,6.3250,47.9166
P,theta=0.01 s,6.3375,47.9166
P,theta=0.01 s,6.3500,47.9166
P,theta=0.01 s,6.3625,47.8906
P,theta=0.01 s,6.3750,47.8646
P,theta=0.01 s,6.3875,47.8646
P,theta=0.01 s,6.4000,47.8646
P,theta=0.01 s,6.4125,47.8386
P,theta=0.01 s,6.4250,47.8126
P,theta=0.01 s,6.4375,47.8126
P,theta=0.01 s,6.4500,47.8126
P,theta=0.01 s,6.4625,47.7866
P,theta=0.01 s,6.4750,47.7866
P,theta=0.01 s,6.4875,47.7606
P,theta=0.01 s,6.5000,47.7606
P,theta=0.01 s,6.5125,47.7606
P,theta=0.01 s,6.5250,47.7606
P,theta=0.01 s,6.5375,47.7086
P,theta=0.01 s,6.5500,47.7086
P,theta=0.01 s,6.5625,47.7086
P,theta=0.01 s,6.5750,47.7086
P,theta=0.01 s,6.5875,47.6825
P,theta=0.01 s,6.6000,47.6825
P,theta=0.01 s,6.6125,47.6565
P,theta=0.01 s,6.6250,47.6565
P,theta=0.01 s,6.6375,47.6565
P,theta=0.01 s,6.6500,47.6565
P,theta=0.01 s,6.6625,47.6305
P,theta=0.01 s,6.6750,47.6305
P,theta=0.01 s,6.6875,47.6045
P,theta=0.01 s,6.7000,47.6045
P,theta=0.01 s,6.7125,47.6045
P,theta=0.01 s,6.7250,47.6045
P,theta=0.01 s,6.7375,47.6045
P,theta=0.01 s,6.7500,47.5785
P,theta=0.01 s,6.7625,47.5785
P,theta=0.01 s,6.7750,47.5525
P,theta=0.01 s,6.7875,47.5525
P,theta=0.01 s,6.8000,47.5525
P,theta=0.01 s,6.8125,47.5525
P,theta=0.01 s,6.8250,47.5265
P,theta=0.01 s,6.8375,47.5265
P,theta=0.01 s,6.8500,47.5265
P,theta=0.01 s,6.8625,47.5005
P,theta=0.01 s,6.8750,47.5005
P,theta=0.01 s,6.8875,47.5005
P,theta=0.01 s,6.9000,47.5005
P,theta=0.01 s,6.9125,47.4745
P,theta=0.01 s,6.9250,47.4745
P,theta=0.01 s,6.9375,47.4745
P,theta=0.01 s,6.9500,47.4485
P,theta=0.01 s,6.9625,47.4485
P,theta=0.01 s,6.9750,47.4485
P,theta=0.01 s,6.9875,47.4485
P,theta=0.01 s,7.0000,47.4225
P,theta=0.01 s,7.0125,47.4225
P,theta=0.01 s,7.0250,47.4225
P,theta=0.01 s,7.0375,47.3965
P,theta=0.01 s,7.0500,47.3965
P,theta=0.01 s,7.0625,47.3965
P,theta=0.01 s,7.0750,47.3965
P,theta=0.01 s,7.0875,47.3705
P,theta=0.01 s,7.1000,47.3705
P,theta=0.01 s,7.1125,47.3705
P,theta=0.01 s,7.1250,47.3445
P,theta=0.01 s,7.1375,47.3445
P,theta=0.01 s,7.1500,47.3445
P,theta=0.01 s,7.1625,47.3185
P,theta=0.01 s,7.1750,47.3185
P,theta=0.01 s,7.1875,47.3185
P,theta=0.01 s,7.2000,47.2925
P,theta=0.01 s,7.2125,47.2925
P,theta=0.01 s,7.2250,47.2925
P,theta=0.01 s,7.2375,47.2665
P,theta=0.01 s,7.2500,47.2665
P,theta=0.01 s,7.2625,47.2665
P,theta=0.01 s,7.2750,47.2405
P,theta=0.01 s,7.2875,47.2405
P,theta=0.01 s,7.3000,47.2405
P,theta=0.01 s,7.3125,47.2145
P,theta=0.01 s,7.3250,47.2145
P,theta=0.01 s,7.3375,47.1885
P,theta=0.01 s,7.3500,47.1885
P,theta=0.01 s,7.3625,47.1885
P,theta=0.01 s,7.3750,47.1625
P,theta=0.01 s,7.3875,47.1625
P,theta=0.01 s,7.4000,47.1365
P,theta=0.01 s,7.4125,47.1365
P,theta=0.01 s,7.4250,47.1365
P,theta=0.01 s,7.4375,47.1105
P,theta=0.01 s,7.4500,47.1105
P,theta=0.01 s,7.4625,47.0845
P,theta=0.01 s,7.4750,47.0845
P,theta=0.01 s,7.4875,47.0585
P,theta=0.01 s,7.5000,47.0585
P,theta=0.01 s,7.5125,47.0325
P,theta=0.01 s,7.5250,47.0325
P,theta=0.01 s,7.5375,47.0064
P,theta=0.01 s,7.5500,47.0064
P,theta=0.01 s,7.5625,46.9804
P,theta=0.01 s,7.5750,46.9804
P,theta=0.01 s,7.5875,46.9544
P,theta=0.01 s,7.6000,46.9544
P,theta=0.01 s,7.6125,46.9284
P,theta=0.01 s,7.6250,46.9284
P,theta=0.01 s,7.6375,46.9024
P,theta=0.01 s,7.6500,46.9024
P,theta=0.01 s,7.6625,46.8764
P,theta=0.01 s,7.6750,46.8764
P,theta=0.01 s,7.6875,46.8504
P,theta=0.01 s,7.7000,46.8244
P,theta=0.01 s,7.7125,46.8244
P,theta=0.01 s,7.7250,46.7984
P,theta=0.01 s,7.7375,46.7724
P,theta=0.01 s,7.7500,46.7724
P,theta=0.01 s,7.7625,46.7724
P,theta=0.01 s,7.7750,46.7464
P,theta=0.01 s,7.7875,46.7204
P,theta=0.01 s,7.8000,46.7204
P,theta=0.01 s,7.8125,46.6944
P,theta=0.01 s,7.8250,46.6684
P,theta=0.01 s,7.8375,46.6684
P,theta=0.01 s,7.8500,46.6424
P,theta=0.01 s,7.8625,46.6164
P,theta=0.01 s,7.8750,46.6164
P,theta=0.01 s,7.8875,46.5904
P,theta=0.01 s,7.9000,46.5644
P,theta=0.01 s,7.9125,46.5644
P,theta=0.01 s,7.9250,46.5124
P,theta=0.01 s,7.9375,46.5124
P,theta=0.01 s,7.9500,46.4864
P,theta=0.01 s,7.9625,46.4604
P,theta=0.01 s,7.9750,46.4604
P,theta=0.01 s,7.9875,46.4344
P,theta=0.01 s,8.0000,46.4084
P,theta=0.01 s,8.0125,46.4084
P,theta=0.01 s,8.0250,46.3564
P,theta=0.01 s,8.0375,46.3564
P,theta=0.01 s,8.0500,46.3043
P,theta=0.01 s,8.0625,46.3043
P,theta=0.01 s,8.0750,46.2783
P,theta=0.01 s,8.0875,46.2523
P,theta=0.01 s,8.1000,46.2523
P,theta=0.01 s,8.1125,46.2003
P,theta=0.01 s,8.1250,46.2003
P,theta=0.01 s,8.1375,46.1483
P,theta=0.01 s,8.1500,46.1483
P,theta=0.01 s,8.1625,46.0963
P,theta=0.01 s,8.1750,46.0963
P,theta=0.01 s,8.1875,46.0703
P,theta=0.01 s,8.2000,46.0443
P,theta=0.01 s,8.2125,46.0183
P,theta=0.01 s,8.2250,45.9923
P,theta=0.01 s,8.2375,45.9663
P,theta=0.01 s,8.2500,45.9403
P,theta=0.01 s,8.2625,45.9143
P,theta=0.01 s,8.2750,45.8883
P,theta=0.01 s,8.2875,45.8363
P,theta=0.01 s,8.3000,45.8363
P,theta=0.01 s,8.3125,45.7843
P,theta=0.01 s,8.3250,45.7843
P,theta=0.01 s,8.3375,45.7323
P,theta=0.01 s,8.3500,45.7323
P,theta=0.01 s,8.3625,45.6803
P,theta=0.01 s,8.3750,45.6543
P,theta=0.01 s,8.3875,45.6283
P,theta=0.01 s,8.4000,45.5762
P,theta=0.01 s,8.4125,45.5762
P,theta=0.01 s,8.4250,45.5242
P,theta=0.01 s,8.4375,45.4722
P,theta=0.01 s,8.4500,45.4722
P,theta=0.01 s,8.4625,45.4202
P,theta=0.01 s,8.4750,45.3942
P,theta=0.01 s,8.4875,45.3682
P,theta=0.01 s,8.5000,45.3162
P,theta=0.01 s,8.5125,45.2902
P,theta=0.01 s,8.5250,45.2642
P,theta=0.01 s,8.5375,45.2122
P,theta=0.01 s,8.5500,45.1602
P,theta=0.01 s,8.5625,45.1602
P,theta=0.01 s,8.5750,45.1082
P,theta=0.01 s,8.5875,45.0562
P,theta=0.01 s,8.6000,45.0042
P,theta=0.01 s,8.6125,45.0042
P,theta=0.01 s,8.6250,44.9522
P,theta=0.01 s,8.6375,44.9001
P,theta=0.01 s,8.6500,44.8481
P,theta=0.01 s,8.6625,44.8481
P,theta=0.01 s,8.6750,44.7961
P,theta=0.01 s,8.6875,44.7441
P,theta=0.01 s,8.7000,44.6921
P,theta=0.01 s,8.7125,44.6401
P,theta=0.01 s,8.7250,44.5881
P,theta=0.01 s,8.7375,44.5881
P,theta=0.01 s,8.7500,44.5361
P,theta=0.01 s,8.7625,44.4841
P,theta=0.01 s,8.7750,44.4321
P,theta=0.01 s,8.7875,44.3801
P,theta=0.01 s,8.8000,44.3281
P,theta=0.01 s,8.8125,44.2761
P,theta=0.01 s,8.8250,44.1980
P,theta=0.01 s,8.8375,44.1460
P,theta=0.01 s,8.8500,44.0940
P,theta=0.01 s,8.8625,44.0160
P,theta=0.01 s,8.8750,43.9380
P,theta=0.01 s,8.8875,43.8080
P,theta=0.01 s,8.9000,43.7040
P,theta=0.01 s,8.9125,43.5740
P,theta=0.01 s,8.9250,43.4179
P,theta=0.01 s,8.9625,41.4937
P,theta=0.01 s,8.9750,41.4416
P,theta=0.01 s,8.9875,39.7254
P,theta=0.01 s,9.0000,39.6214
P,theta=0.01 s,9.0125,37.3071
P,theta=0.01 s,9.0250,36.2929
P,theta=0.01 s,9.0375,35.7988
P,theta=0.01 s,9.0500,35.5648
P,theta=0.01 s,9.0625,35.0967
P,theta=0.01 s,9.0750,34.9407
P,theta=0.01 s,9.0875,34.8367
P,theta=0.01 s,9.1000,34.7327
P,theta=0.01 s,9.3250,34.6807
P,theta=0.01 s,9.3875,34.6807
P,theta=0.01 s,9.8000,34.6807
P,theta=0.01 s,9.8500,34.6807
P,theta=0.01 s,10.2625,34.6807
P,theta=0.01 s,10.2750,34.6807
P,theta=0.01 s,10.3250,34.6547
P,theta=0.01 s,10.7375,34.6807
P,theta=0.01 s,10.7500,34.6807
P,theta=0.01 s,10.8000,34.6807
P,theta=0.01 s,11.2125,34.6807
P,theta=0.01 s,11.6875,34.6807
P,theta=0.01 s,11.7375,34.6807
P,theta=0.1 s,0.3625,64.4290
P,theta=0.1 s,0.5000,64.3509
P,theta=0.1 s,0.5125,64.3509
P,theta=0.1 s,0.5625,64.3509
P,theta=0.1 s,0.5750,64.3509
P,theta=0.1 s,0.6250,64.3509
P,theta=0.1 s,0.6750,64.3509
P,theta=0.1 s,0.6875,64.3509
P,theta=0.1 s,0.7375,64.3509
P,theta=0.1 s,0.7500,64.3509
P,theta=0.1 s,0.8000,64.3509
P,theta=0.1 s,0.8125,64.3509
P,theta=0.1 s,0.8250,64.4290
P,theta=0.1 s,0.8375,64.4290
P,theta=0.1 s,0.9750,64.3509
P,theta=0.1 s,0.9875,64.3509
P,theta=0.1 s,1.0375,64.3509
P,theta=0.1 s,1.0875,64.3509
P,theta=0.1 s,1.1000,64.3509
P,theta=0.1 s,1.1500,64.3509
P,theta=0.1 s,1.1625,64.3509
P,theta=0.1 s,1.2125,64.3509
P,theta=0.1 s,1.2250,64.3509
P,theta=0.1 s,1.2625,64.3509
P,theta=0.1 s,1.2750,64.3509
P,theta=0.1 s,1.2875,64.4290
P,theta=0.1 s,1.3000,64.4290
P,theta=0.1 s,1.3125,64.4290
P,theta=0.1 s,1.4500,64.3509
P,theta=0.1 s,1.5000,64.3509
P,theta=0.1 s,1.5125,64.3509
P,theta=0.1 s,1.5625,64.3509
P,theta=0.1 s,1.5750,64.3509
P,theta=0.1 s,1.6250,64.3509
P,theta=0.1 s,1.6375,64.3509
P,theta=0.1 s,1.6750,64.3509
P,theta=0.1 s,1.6875,64.3509
P,theta=0.1 s,1.7375,64.3509
P,theta=0.1 s,1.7500,64.3509
P,theta=0.1 s,1.7625,64.4290
P,theta=0.1 s,1.7750,64.4290
P,theta=0.1 s,1.9125,64.3509
P,theta=0.1 s,1.9250,64.3509
P,theta=0.1 s,1.9750,64.3509
P,theta=0.1 s,1.9875,64.3509
P,theta=0.1 s,2.0375,64.3509
P,theta=0.1 s,2.0500,64.3509
P,theta=0.1 s,2.1000,64.3509
P,theta=0.1 s,2.1125,64.4290
P,theta=0.1 s,2.1500,64.3509
P,theta=0.1 s,2.1625,64.3509
P,theta=0.1 s,2.1750,64.4290
P,theta=0.1 s,2.1875,64.4290
P,theta=0.1 s,2.2000,64.4290
P,theta=0.1 s,2.2125,64.3509
P,theta=0.1 s,2.2250,64.3509
P,theta=0.1 s,2.3375,63.8829
P,theta=0.1 s,2.3500,63.6488
P,theta=0.1 s,2.3625,63.6228
P,theta=0.1 s,2.3750,63.3888
P,theta=0.1 s,2.3875,63.0248
P,theta=0.1 s,2.4000,62.8687
P,theta=0.1 s,2.4125,62.6607
P,theta=0.1 s,2.4250,61.9586
P,theta=0.1 s,2.4375,61.7246
P,theta=0.1 s,2.4500,61.4645
P,theta=0.1 s,2.4625,60.9445
P,theta=0.1 s,2.4750,60.7624
P,theta=0.1 s,2.4875,59.9823
P,theta=0.1 s,2.5000,59.9823
P,theta=0.1 s,2.5125,59.5923
P,theta=0.1 s,2.5250,59.2542
P,theta=0.1 s,2.5375,58.9162
P,theta=0.1 s,2.5625,58.1361
P,theta=0.1 s,2.5750,57.9280
P,theta=0.1 s,2.5875,57.6680
P,theta=0.1 s,2.6000,57.3299
P,theta=0.1 s,2.6125,57.0699
P,theta=0.1 s,2.6250,56.9139
P,theta=0.1 s,2.6500,56.1598
P,theta=0.1 s,2.6625,56.0037
P,theta=0.1 s,2.6750,55.7697
P,theta=0.1 s,2.6875,55.5357
P,theta=0.1 s,2.7000,55.3016
P,theta=0.1 s,2.7125,55.0676
P,theta=0.1 s,2.7250,54.9376
P,theta=0.1 s,2.7500,54.3395
P,theta=0.1 s,2.7625,54.2095
P,theta=0.1 s,2.7750,54.0015
P,theta=0.1 s,2.7875,53.7934
P,theta=0.1 s,2.8000,53.5854
P,theta=0.1 s,2.8125,53.3774
P,theta=0.1 s,2.8250,53.1693
P,theta=0.1 s,2.8375,53.0653
P,theta=0.1 s,2.8625,52.4672
P,theta=0.1 s,2.8750,52.3892
P,theta=0.1 s,2.8875,52.2072
P,theta=0.1 s,2.9000,52.0512
P,theta=0.1 s,2.9125,51.8691
P,theta=0.1 s,2.9250,51.6871
P,theta=0.1 s,2.9375,51.5311
P,theta=0.1 s,2.9500,51.3491
P,theta=0.1 s,2.9625,51.2191
P,theta=0.1 s,3.0000,50.5950
P,theta=0.1 s,3.0125,50.5170
P,theta=0.1 s,3.0250,50.3869
P,theta=0.1 s,3.0375,50.2309
P,theta=0.1 s,3.0500,50.0749
P,theta=0.1 s,3.0625,49.9449
P,theta=0.1 s,3.0750,49.7888
P,theta=0.1 s,3.0875,49.6328
P,theta=0.1 s,3.1000,49.5028
P,theta=0.1 s,3.1125,49.3728
P,theta=0.1 s,3.1250,49.2948
P,theta=0.1 s,3.1625,48.7747
P,theta=0.1 s,3.1750,48.7227
P,theta=0.1 s,3.1875,48.6187
P,theta=0.1 s,3.2000,48.4887
P,theta=0.1 s,3.2125,48.3846
P,theta=0.1 s,3.2250,48.2806
P,theta=0.1 s,3.2375,48.1766
P,theta=0.1 s,3.2500,48.0986
P,theta=0.1 s,3.2625,47.9946
P,theta=0.1 s,3.2750,47.8906
P,theta=0.1 s,3.2875,47.8126
P,theta=0.1 s,3.3000,47.7346
P,theta=0.1 s,3.3125,47.6305
P,theta=0.1 s,3.3250,47.5785
P,theta=0.1 s,3.4125,47.1105
P,theta=0.1 s,3.4250,47.0845
P,theta=0.1 s,3.4375,47.0845
P,theta=0.1 s,3.4500,47.0325
P,theta=0.1 s,3.4625,46.9804
P,theta=0.1 s,3.4750,46.9804
P,theta=0.1 s,3.4875,46.9284
P,theta=0.1 s,3.5000,46.9024
P,theta=0.1 s,3.5125,46.8764
P,theta=0.1 s,3.5250,46.8504
P,theta=0.1 s,3.5375,46.8244
P,theta=0.1 s,3.5500,46.7984
P,theta=0.1 s,3.5625,46.7984
P,theta=0.1 s,3.5750,46.7724
P,theta=0.1 s,3.5875,46.7464
P,theta=0.1 s,3.6000,46.7464
P,theta=0.1 s,3.6125,46.7204
P,theta=0.1 s,3.6250,46.7204
P,theta=0.1 s,3.6375,46.6944
P,theta=0.1 s,3.6500,46.6944
P,theta=0.1 s,3.6625,46.6684
P,theta=0.1 s,3.6750,46.6684
P,theta=0.1 s,3.6875,46.6424
P,theta=0.1 s,3.7000,46.6424
P,theta=0.1 s,3.7125,46.6424
P,theta=0.1 s,3.7250,46.6164
P,theta=0.1 s,3.8625,46.5124
P,theta=0.1 s,3.8750,46.5124
P,theta=0.1 s,3.8875,46.4864
P,theta=0.1 s,3.9000,46.4864
P,theta=0.1 s,3.9125,46.4864
P,theta=0.1 s,3.9250,46.4604
P,theta=0.1 s,3.9375,46.4604
P,theta=0.1 s,3.9500,46.4344
P,theta=0.1 s,3.9625,46.4344
P,theta=0.1 s,3.9750,46.4344
P,theta=0.1 s,3.9875,46.4084
P,theta=0.1 s,4.0000,46.4084
P,theta=0.1 s,4.0125,46.4084
P,theta=0.1 s,4.0250,46.3824
P,theta=0.1 s,4.0375,46.3824
P,theta=0.1 s,4.0500,46.3824
P,theta=0.1 s,4.0625,46.3564
P,theta=0.1 s,4.0750,46.3564
P,theta=0.1 s,4.0875,46.3564
P,theta=0.1 s,4.1000,46.3304
P,theta=0.1 s,4.1125,46.3304
P,theta=0.1 s,4.1250,46.3304
P,theta=0.1 s,4.1375,46.3043
P,theta=0.1 s,4.1500,46.3043
P,theta=0.1 s,4.1625,46.3043
P,theta=0.1 s,4.1750,46.2783
P,theta=0.1 s,4.1875,46.2783
P,theta=0.1 s,4.3250,46.1743
P,theta=0.1 s,4.3375,46.1743
P,theta=0.1 s,4.3500,46.1743
P,theta=0.1 s,4.3625,46.1483
P,theta=0.1 s,4.3750,46.1483
P,theta=0.1 s,4.3875,46.1483
P,theta=0.1 s,4.4000,46.1223
P,theta=0.1 s,4.4125,46.1223
P,theta=0.1 s,4.4250,46.1223
P,theta=0.1 s,4.4375,46.0963
P,theta=0.1 s,4.4500,46.0963
P,theta=0.1 s,4.4625,46.0963
P,theta=0.1 s,4.4750,46.0703
P,theta=0.1 s,4.4875,46.0703
P,theta=0.1 s,4.5000,46.0703
P,theta=0.1 s,4.5125,46.0703
P,theta=0.1 s,4.5250,46.0443
P,theta=0.1 s,4.5375,46.0443
P,theta=0.1 s,4.5500,46.0443
P,theta=0.1 s,4.5625,46.0183
P,theta=0.1 s,4.5750,46.0183
P,theta=0.1 s,4.5875,46.0183
P,theta=0.1 s,4.6000,45.9923
P,theta=0.1 s,4.6125,45.9923
P,theta=0.1 s,4.6250,45.9923
P,theta=0.1 s,4.6375,45.9663
P,theta=0.1 s,4.6500,45.9663
P,theta=0.1 s,4.7875,45.8883
P,theta=0.1 s,4.8000,45.8623
P,theta=0.1 s,4.8125,45.8623
P,theta=0.1 s,4.8250,45.8623
P,theta=0.1 s,4.8375,45.8623
P,theta=0.1 s,4.8500,45.8363
P,theta=0.1 s,4.8625,45.8363
P,theta=0.1 s,4.8750,45.8363
P,theta=0.1 s,4.8875,45.8103
P,theta=0.1 s,4.9000,45.8103
P,theta=0.1 s,4.9125,45.8103
P,theta=0.1 s,4.9250,45.7843
P,theta=0.1 s,4.9375,45.7843
P,theta=0.1 s,4.9500,45.7843
P,theta=0.1 s,4.9625,45.7583
P,theta=0.1 s,4.9750,45.7583
P,theta=0.1 s,4.9875,45.7583
P,theta=0.1 s,5.0000,45.7583
P,theta=0.1 s,5.0125,45.7323
P,theta=0.1 s,5.0250,45.7323
P,theta=0.1 s,5.0375,45.7323
P,theta=0.1 s,5.0500,45.7063
P,theta=0.1 s,5.0625,45.7063
P,theta=0.1 s,5.0750,45.7063
P,theta=0.1 s,5.0875,45.6803
P,theta=0.1 s,5.1000,45.6803
P,theta=0.1 s,5.1125,45.6803
P,theta=0.1 s,5.2500,45.6022
P,theta=0.1 s,5.2625,45.5762
P,theta=0.1 s,5.2750,45.5762
P,theta=0.1 s,5.2875,45.5762
P,theta=0.1 s,5.3000,45.5502
P,theta=0.1 s,5.3125,45.5502
P,theta=0.1 s,5.3250,45.5502
P,theta=0.1 s,5.3375,45.5502
P,theta=0.1 s,5.3500,45.5242
P,theta=0.1 s,5.3625,45.5242
P,theta=0.1 s,5.3750,45.5242
P,theta=0.1 s,5.3875,45.4982
P,theta=0.1 s,5.4000,45.4982
P,theta=0.1 s,5.4125,45.4982
P,theta=0.1 s,5.4250,45.4982
P,theta=0.1 s,5.4375,45.4722
P,theta=0.1 s,5.4500,45.4722
P,theta=0.1 s,5.4625,45.4722
P,theta=0.1 s,5.4750,45.4462
P,theta=0.1 s,5.4875,45.4462
P,theta=0.1 s,5.5000,45.4462
P,theta=0.1 s,5.5125,45.4462
P,theta=0.1 s,5.5250,45.4202
P,theta=0.1 s,5.5375,45.4202
P,theta=0.1 s,5.5500,45.4202
P,theta=0.1 s,5.5625,45.3942
P,theta=0.1 s,5.5750,45.3942
P,theta=0.1 s,5.5875,45.3942
P,theta=0.1 s,5.7125,45.3162
P,theta=0.1 s,5.7250,45.3162
P,theta=0.1 s,5.7375,45.2902
P,theta=0.1 s,5.7500,45.2902
P,theta=0.1 s,5.7625,45.2902
P,theta=0.1 s,5.7750,45.2902
P,theta=0.1 s,5.7875,45.2642
P,theta=0.1 s,5.8000,45.2642
P,theta=0.1 s,5.8125,45.2642
P,theta=0.1 s,5.8250,45.2382
P,theta=0.1 s,5.8375,45.2382
P,theta=0.1 s,5.8500,45.2382
